  10 0.874619 0.888658   19   26   62   67   94   33   40   75   24    1   60   95   72   11   85   71    4   51   82   44   79   99   21   48   59   83   90    9   29   54   -1   -1   -1   -1   -1   -1   -1   -1   -1   -1   -1   -1   -1   -1   -1   -1   -1   -1   -1   -1   -1   -1   -1   -1   -1   -1   -1   -1   -1   -1   -1   -1   -1   -1   -1   -1   -1   -1   -1   -1   -1   -1   -1   -1   -1   -1   -1   -1   -1   -1   -1   -1   -1   -1   -1   -1   -1   -1   -1   -1   -1   -1   -1   -1   -1   -1   -1   -1   -1
  11 0.931668 0.826576   90   83   72   21   54   93   82   75    1   59   48   85   67    5   51   40   33   95   10   24   94   97   60   79   26    4   19   71   29   99   62   44   -1   -1   -1   -1   -1   -1   -1   -1   -1   -1   -1   -1   -1   -1   -1   -1   -1   -1   -1   -1   -1   -1   -1   -1   -1   -1   -1   -1   -1   -1   -1   -1   -1   -1   -1   -1   -1   -1   -1   -1   -1   -1   -1   -1   -1   -1   -1   -1   -1   -1   -1   -1   -1   -1   -1   -1   -1   -1   -1   -1   -1   -1   -1   -1   -1   -1   -1
  12 0.124441 0.777996   50   32   25   15   52   92   42   82   73   17   62   65   28   27   18   63   54   45   36   35    2    6   55   46   86   68   67    0    9   47   69   96   31   22   13   58   80   39   79   14   -1   -1   -1   -1   -1   -1   -1   -1   -1   -1   -1   -1   -1   -1   -1   -1   -1   -1   -1   -1   -1   -1   -1   -1   -1   -1   -1   -1   -1   -1   -1   -1   -1   -1   -1   -1   -1   -1   -1   -1   -1   -1   -1   -1   -1   -1   -1   -1   -1   -1   -1   -1   -1   -1   -1   -1   -1   -1   -1
  13 0.24418 0.296166   20   63   49   42   92   78   62   55   41   91   84   70   25    3   61   54   47    8   31   24   17   98   53   46   39   32   89   30   23   59   52   45   88    2   74    6   22   15   96    7   58   37   80   73   12   28   14    0   57   43   93   86   79   65   27   -1   -1   -1   -1   -1   -1   -1   -1   -1   -1   -1   -1   -1   -1   -1   -1   -1   -1   -1   -1   -1   -1   -1   -1   -1   -1   -1   -1   -1   -1   -1   -1   -1   -1   -1   -1   -1   -1   -1   -1   -1   -1   -1   -1
  14 0.235745 0.353272   74    0   84   41   59   23   30    7   92   39   46   49    2   98   20   31    6   65   93   36   47   54   57   28   73   80   91   37   55   62   96    8   78   88   35   42   45   52   63   27   79   86    3   89   32   43   53   17   24   69   13   58   61   15   22   25   12   -1   -1   -1   -1   -1   -1   -1   -1   -1   -1   -1   -1   -1   -1   -1   -1   -1   -1   -1   -1   -1   -1   -1   -1   -1   -1   -1   -1   -1   -1   -1   -1   -1   -1   -1   -1   -1   -1   -1   -1   -1   -1
  15 0.276399 0.68668   73   86   46   55   12   25    0   67   32   41   94   54   63   24    9   69   75   35   80    2   89   62    6   18   27   96   68   37   48   20   36   45   82   42   91   23   28   13   79   39   93   90   50   59   22   31   65   47   92   14   52   58   17   -1   -1   -1   -1   -1   -1   -1   -1   -1   -1   -1   -1   -1   -1   -1   -1   -1   -1   -1   -1   -1   -1   -1   -1   -1   -1   -1   -1   -1   -1   -1   -1   -1   -1   -1   -1   -1   -1   -1   -1   -1   -1   -1   -1   -1   -1
  16 0.766968 0.259517   38   29    1   83   59   41   30   21   93   84   60   66   33    7   24    5   94   76   52   43   34   97   88   95   77   53   44   26   89   56   87   78   54   99   90   81   72   48   70   37    4   19   91   64   40   71   -1   -1   -1   -1   -1   -1   -1   -1   -1   -1   -1   -1   -1   -1   -1   -1   -1   -1   -1   -1   -1   -1   -1   -1   -1   -1   -1   -1   -1   -1   -1   -1   -1   -1   -1   -1   -1   -1   -1   -1   -1   -1   -1   -1   -1   -1   -1   -1   -1   -1   -1   -1   -1
  17 0.36224 0.577026   57   50    4   43   44   37   23   98   91   92   78   71   42   35   36   22   12   90   84   63   48   41   27   28   21   96   89   82   75   69   13   62   55   26   20   88    9   67   61   54   47   32   25   18   95   80    2   73   59   60   53   46    0   39   24   14   94   65   58   52   45   31    6   93   86   15   79   -1   -1   -1   -1   -1   -1   -1   -1   -1   -1   -1   -1   -1   -1   -1   -1   -1   -1   -1   -1   -1   -1   -1   -1   -1   -1   -1   -1   -1   -1   -1   -1
  18 0.228367 0.948014   79   55   46   32   52   47   82   58   68   25   12    9   15   50   69   45   36   31   22   80   75   17   42   28   86   62   67    0   63   54   73   35   -1   -1   -1   -1   -1   -1   -1   -1   -1   -1   -1   -1   -1   -1   -1   -1   -1   -1   -1   -1   -1   -1   -1   -1   -1   -1   -1   -1   -1   -1   -1   -1   -1   -1   -1   -1   -1   -1   -1   -1   -1   -1   -1   -1   -1   -1   -1   -1   -1   -1   -1   -1   -1   -1   -1   -1   -1   -1   -1   -1   -1   -1   -1   -1   -1   -1   -1
  19 0.873659 0.438246   91   10   29   34   48   62   71   76   85   90   99   56   70   79   84   93    4   59   64   78   87    7   30   44   72   81   95   24   33    1   38   52   66   75   89   94   11   41   60   83   88   97   16   21   26    5   40   54   77   -1   -1   -1   -1   -1   -1   -1   -1   -1   -1   -1   -1   -1   -1   -1   -1   -1   -1   -1   -1   -1   -1   -1   -1   -1   -1   -1   -1   -1   -1   -1   -1   -1   -1   -1   -1   -1   -1   -1   -1   -1   -1   -1   -1   -1   -1   -1   -1   -1   -1
  20 0.192786 0.223272   13   58   89   96   39   46   53   84    0   14   25   47   78   61   92   91   98    6   55   86   17   28   27   41   15   65   63   22   49   73    7   80    8   23   30   37   43   74   57   88    2   45   52    3   -1   -1   -1   -1   -1   -1   -1   -1   -1   -1   -1   -1   -1   -1   -1   -1   -1   -1   -1   -1   -1   -1   -1   -1   -1   -1   -1   -1   -1   -1   -1   -1   -1   -1   -1   -1   -1   -1   -1   -1   -1   -1   -1   -1   -1   -1   -1   -1   -1   -1   -1   -1   -1   -1   -1
  21 0.779074 0.649254   55   48   75   11   84   93    9   54   16   83   26   44   62   71   64   17   82   91   25    4   52   79   72   81    1   90   99   31   24   33   51   60   78    5   87   89   10   41   59   95   88   97   29   38   40   58   67   19   76   85   94   -1   -1   -1   -1   -1   -1   -1   -1   -1   -1   -1   -1   -1   -1   -1   -1   -1   -1   -1   -1   -1   -1   -1   -1   -1   -1   -1   -1   -1   -1   -1   -1   -1   -1   -1   -1   -1   -1   -1   -1   -1   -1   -1   -1   -1   -1   -1   -1
  22 0.138223 0.585079   35   58   61   69   52    8   92    6   31   41   32   17   50    3   28   23   46   73   91   82    0   47   57   65   18   27   39   79   62   20   80   98    2   13   42   45   36   63   54   12   15   25   74   37   68   55   14   86   96    9   -1   -1   -1   -1   -1   -1   -1   -1   -1   -1   -1   -1   -1   -1   -1   -1   -1   -1   -1   -1   -1   -1   -1   -1   -1   -1   -1   -1   -1   -1   -1   -1   -1   -1   -1   -1   -1   -1   -1   -1   -1   -1   -1   -1   -1   -1   -1   -1   -1
  23 0.17544 0.257436   84   17   25   47   14   61   58    3   65   98   46    8   39   53    6   89   86   22   27   41   63   52   74   88   55   13   91   80    0   28   43   57   54   15   31   45   20    2   49   78   92    7   96   30   37   73   -1   -1   -1   -1   -1   -1   -1   -1   -1   -1   -1   -1   -1   -1   -1   -1   -1   -1   -1   -1   -1   -1   -1   -1   -1   -1   -1   -1   -1   -1   -1   -1   -1   -1   -1   -1   -1   -1   -1   -1   -1   -1   -1   -1   -1   -1   -1   -1   -1   -1   -1   -1   -1
  24 0.68072 0.484707   99    4   70   77   37   84   44   91   58    7   29   64   71   78   38   85   45   92   52   59   15   16   30   10   72   32   79   39   86   93    2   53   60   13   31    0   11   66    5   73   33   80   40   87   94   54   21   25   19   34   81   41   88   48   95   55   62   26   97   17   75   82   89   14   56    1   76   83   43   90   -1   -1   -1   -1   -1   -1   -1   -1   -1   -1   -1   -1   -1   -1   -1   -1   -1   -1   -1   -1   -1   -1   -1   -1   -1   -1   -1   -1   -1
  25 0.382298 0.63784   58   31   23   65   12   93   47   15   48    4   73   20   82   91   92   37   13   46   55   71   72   18   90   35   36   45   21   54   63   27   28   79   80    2   89   44   24   62    0   96   17   26   69   78   88   33    9   42   52   61   67    6   86   95   32   41   50   59   60   22   75   14   94   39   -1   -1   -1   -1   -1   -1   -1   -1   -1   -1   -1   -1   -1   -1   -1   -1   -1   -1   -1   -1   -1   -1   -1   -1   -1   -1   -1   -1   -1   -1   -1   -1   -1   -1   -1
  26 0.841011 0.568385   34   85   10   52   64   75   82   93   60    5   21   70   72   83    4   90   99   71   78   38   33   40   91   51   17   16   79   81   41   88   48   25   59    1   97   76   24   87   94   54   89   11   56   77   84   44   95   55   62   19   29   -1   -1   -1   -1   -1   -1   -1   -1   -1   -1   -1   -1   -1   -1   -1   -1   -1   -1   -1   -1   -1   -1   -1   -1   -1   -1   -1   -1   -1   -1   -1   -1   -1   -1   -1   -1   -1   -1   -1   -1   -1   -1   -1   -1   -1   -1   -1   -1
  27 0.166126 0.30147   65   45   28   89   37   58    2   31   74   88   17   86   47   23   61   12   30   15   91   80   25   41   46   39   53    6   20   96   22   63   52   14    3   43   32   57    8   55   98   73   78    0   92   42   49   54   13   -1   -1   -1   -1   -1   -1   -1   -1   -1   -1   -1   -1   -1   -1   -1   -1   -1   -1   -1   -1   -1   -1   -1   -1   -1   -1   -1   -1   -1   -1   -1   -1   -1   -1   -1   -1   -1   -1   -1   -1   -1   -1   -1   -1   -1   -1   -1   -1   -1   -1   -1   -1
  28 0.0928899 0.686141    0   73   39   86   62   27   65    6   41   32   63   54   22   17   12   42   14   80   55    9   96   25   68   20   67   23   18   69   45   92   36   35   82   58   15   98   79   46    2   37   13   50   31   47   52   -1   -1   -1   -1   -1   -1   -1   -1   -1   -1   -1   -1   -1   -1   -1   -1   -1   -1   -1   -1   -1   -1   -1   -1   -1   -1   -1   -1   -1   -1   -1   -1   -1   -1   -1   -1   -1   -1   -1   -1   -1   -1   -1   -1   -1   -1   -1   -1   -1   -1   -1   -1   -1   -1
  29 0.895945 0.467849   44   62   16   48   19   99   78   71   64   89   24   54   77   70   95   88   81   60   97    1   76   94   87   41   34   59   52   75   93   40   33    4   85    5   66   91   84   21   38   56   10   11   79   26   72   90   83   -1   -1   -1   -1   -1   -1   -1   -1   -1   -1   -1   -1   -1   -1   -1   -1   -1   -1   -1   -1   -1   -1   -1   -1   -1   -1   -1   -1   -1   -1   -1   -1   -1   -1   -1   -1   -1   -1   -1   -1   -1   -1   -1   -1   -1   -1   -1   -1   -1   -1   -1   -1
  30 0.577945 0.0751   89   49   64   56   14   98   16   87   94   57   43   24   84   95   70   27   92   52   71   78   38   19   41    2   13   97   93   53   39    5   91    4   66   61   76   20    7   81   88   48   59   74   34   77   37   23   44   -1   -1   -1   -1   -1   -1   -1   -1   -1   -1   -1   -1   -1   -1   -1   -1   -1   -1   -1   -1   -1   -1   -1   -1   -1   -1   -1   -1   -1   -1   -1   -1   -1   -1   -1   -1   -1   -1   -1   -1   -1   -1   -1   -1   -1   -1   -1   -1   -1   -1   -1   -1
  31 0.362489 0.715114   82   91   25   73   54   63   36    6   45   42   22   93   90   67   62   39   14   27   92   69   75   48   47   13   96   24   86    0   68   18   33   46   21   94   50   59   32    2   41   80   89   23   79   52   58   12   35   15   28    4   17   65   78   55   60   37    9   -1   -1   -1   -1   -1   -1   -1   -1   -1   -1   -1   -1   -1   -1   -1   -1   -1   -1   -1   -1   -1   -1   -1   -1   -1   -1   -1   -1   -1   -1   -1   -1   -1   -1   -1   -1   -1   -1   -1   -1   -1   -1
  32 0.297075 0.783706   54   68   12   82   18   55   69   92   22   15   28   35   58   79   24   45   36   59   50   73   94   13    6   46   37   65   86    9   17    2   31   47    0   52   75   80   14   27   41   39   25   62   67   90   42   63   -1   -1   -1   -1   -1   -1   -1   -1   -1   -1   -1   -1   -1   -1   -1   -1   -1   -1   -1   -1   -1   -1   -1   -1   -1   -1   -1   -1   -1   -1   -1   -1   -1   -1   -1   -1   -1   -1   -1   -1   -1   -1   -1   -1   -1   -1   -1   -1   -1   -1   -1   -1   -1
  33 0.842743 0.738858   41    1   59   67   60   93   40   51   91   52   85   10   16   72   90   83   11   79   64   26   89    9   82   24   31   21   29   78   71   48   88   99   19   25    4   44   62   55   95   75   76   54   94    5   87   97   -1   -1   -1   -1   -1   -1   -1   -1   -1   -1   -1   -1   -1   -1   -1   -1   -1   -1   -1   -1   -1   -1   -1   -1   -1   -1   -1   -1   -1   -1   -1   -1   -1   -1   -1   -1   -1   -1   -1   -1   -1   -1   -1   -1   -1   -1   -1   -1   -1   -1   -1   -1   -1
  34 0.859366 0.141433   26   44   19   48   66   93   84   97    7   78   64   91   16   29   43   70   88   83   40   53   76   24   71   94   89    5   41   59   77   95   81   99    4   38   30   56   87   -1   -1   -1   -1   -1   -1   -1   -1   -1   -1   -1   -1   -1   -1   -1   -1   -1   -1   -1   -1   -1   -1   -1   -1   -1   -1   -1   -1   -1   -1   -1   -1   -1   -1   -1   -1   -1   -1   -1   -1   -1   -1   -1   -1   -1   -1   -1   -1   -1   -1   -1   -1   -1   -1   -1   -1   -1   -1   -1   -1   -1   -1
  35 0.294659 0.825914   22   80   47    0    9   17   50   59   41   65   32   46   79   15    6   58   82   73   25   12    2   52   67   14   55   42   28   75   54   63   31   36   92   45   69   18   62   86   39   68   -1   -1   -1   -1   -1   -1   -1   -1   -1   -1   -1   -1   -1   -1   -1   -1   -1   -1   -1   -1   -1   -1   -1   -1   -1   -1   -1   -1   -1   -1   -1   -1   -1   -1   -1   -1   -1   -1   -1   -1   -1   -1   -1   -1   -1   -1   -1   -1   -1   -1   -1   -1   -1   -1   -1   -1   -1   -1   -1
  36 0.0235791 0.789312   80    2    6   31   54   42    9   17   55    0   62   82   14   32   63   25   45   12   65   18   39   46   73   15   28   50   47   86   68   67   22   35   58   69   -1   -1   -1   -1   -1   -1   -1   -1   -1   -1   -1   -1   -1   -1   -1   -1   -1   -1   -1   -1   -1   -1   -1   -1   -1   -1   -1   -1   -1   -1   -1   -1   -1   -1   -1   -1   -1   -1   -1   -1   -1   -1   -1   -1   -1   -1   -1   -1   -1   -1   -1   -1   -1   -1   -1   -1   -1   -1   -1   -1   -1   -1   -1   -1   -1
  37 0.359395 0.30225   54   63   56   80   89   17   24    4   53   62   86   39   95   88   41   65    2   74   27    6    7   25   52   61   94   47   71   73    0   84   14   93   46   70   79   15    3   32   59   92   45   78   98   49   58   91   44   77   13   20   28    8   16   55   48   57   81   43   22   30   23   31   96   -1   -1   -1   -1   -1   -1   -1   -1   -1   -1   -1   -1   -1   -1   -1   -1   -1   -1   -1   -1   -1   -1   -1   -1   -1   -1   -1   -1   -1   -1   -1   -1   -1   -1   -1   -1
  38 0.934992 0.183421   16   97   59   53   44   94   81    5   56   24   95   64    4   48   87   78   26   30   40   90   93   84   70   19   91   76   71    7   99   60   88   83   77   21   29   34   89   66   -1   -1   -1   -1   -1   -1   -1   -1   -1   -1   -1   -1   -1   -1   -1   -1   -1   -1   -1   -1   -1   -1   -1   -1   -1   -1   -1   -1   -1   -1   -1   -1   -1   -1   -1   -1   -1   -1   -1   -1   -1   -1   -1   -1   -1   -1   -1   -1   -1   -1   -1   -1   -1   -1   -1   -1   -1   -1   -1   -1   -1
  39 0.223615 0.339744   53   93   20   28   43   65    8   37   14   98   63   23   31   52   92   45   42   62   24   55   84   74   13   27   57   54   47    7   69   36   22   30   49   89   46   86    0   79   17   15   59    3   88   41   32   78   12   96    2   61    6   58   35   91   80   25   73   -1   -1   -1   -1   -1   -1   -1   -1   -1   -1   -1   -1   -1   -1   -1   -1   -1   -1   -1   -1   -1   -1   -1   -1   -1   -1   -1   -1   -1   -1   -1   -1   -1   -1   -1   -1   -1   -1   -1   -1   -1   -1
  40 0.993461 0.59278    1   99   81   88   95   59   41   33    5   89   64   71   78   10   60   83   90   72   79   11   26   91   38   48   24   44   29   34   85   56    4   97   93   75   21   87   94   19   76   51   16   -1   -1   -1   -1   -1   -1   -1   -1   -1   -1   -1   -1   -1   -1   -1   -1   -1   -1   -1   -1   -1   -1   -1   -1   -1   -1   -1   -1   -1   -1   -1   -1   -1   -1   -1   -1   -1   -1   -1   -1   -1   -1   -1   -1   -1   -1   -1   -1   -1   -1   -1   -1   -1   -1   -1   -1   -1   -1
  41 0.535346 0.492448   33   57   43   44   14    5   99   86   40   95   16   55   64   56   73   22   37   13   15   28   35   85   94   54   71   72   17   23   97   83   84   93   53   70   29   62   79   27   30   96   82   91   20   92   52   69   61   78   47   26    2    9   24    0   31   81    7   90   67   59   60   77   21   46   34   19   32   39   80   89   25   58   75    1   76    4   45   87   88   48   65   -1   -1   -1   -1   -1   -1   -1   -1   -1   -1   -1   -1   -1   -1   -1   -1   -1   -1
  42 0.0499051 0.749016   67   46   13    6   31   36   12   17   50    2   47   39   65   58   28   92   73    9   45   96   82   68   79   54   14   18   15   35   25   69   55   62   22    0   80   52   63   27   32   86   -1   -1   -1   -1   -1   -1   -1   -1   -1   -1   -1   -1   -1   -1   -1   -1   -1   -1   -1   -1   -1   -1   -1   -1   -1   -1   -1   -1   -1   -1   -1   -1   -1   -1   -1   -1   -1   -1   -1   -1   -1   -1   -1   -1   -1   -1   -1   -1   -1   -1   -1   -1   -1   -1   -1   -1   -1   -1   -1
  43 0.423065 0.0853008   41   17   93   39   92   30   61   74    2   84   77   53   66    3   16   96   34   89   52   88   81   57   23   44    8   14   98   91   27   56   49   78   20   37   13   59   65   70   24    0    7   -1   -1   -1   -1   -1   -1   -1   -1   -1   -1   -1   -1   -1   -1   -1   -1   -1   -1   -1   -1   -1   -1   -1   -1   -1   -1   -1   -1   -1   -1   -1   -1   -1   -1   -1   -1   -1   -1   -1   -1   -1   -1   -1   -1   -1   -1   -1   -1   -1   -1   -1   -1   -1   -1   -1   -1   -1   -1
  44 0.77999 0.411257   29   41   34   17   91   38   64   24   54    4   93   84   83   56    7   55   21   94   85   76   75   66   48   95   77   19   40   16   25    1    5   97   88   87   78   10   43   60   59   33   37   89   79   70   52   26   99   90   30   81   72   71   62   53   11   -1   -1   -1   -1   -1   -1   -1   -1   -1   -1   -1   -1   -1   -1   -1   -1   -1   -1   -1   -1   -1   -1   -1   -1   -1   -1   -1   -1   -1   -1   -1   -1   -1   -1   -1   -1   -1   -1   -1   -1   -1   -1   -1   -1
  45 0.248544 0.678355   54   47    2   27    6   31   98   91   46    9   24   39    0   59   52   69   32   96   89   25   82   36   58   75   12   68   42   18   50   67   37   14   13   15   28   94   63   80   73   22   23   35   86   62   79   55   65   41   17   20   92   -1   -1   -1   -1   -1   -1   -1   -1   -1   -1   -1   -1   -1   -1   -1   -1   -1   -1   -1   -1   -1   -1   -1   -1   -1   -1   -1   -1   -1   -1   -1   -1   -1   -1   -1   -1   -1   -1   -1   -1   -1   -1   -1   -1   -1   -1   -1   -1
  46 0.113887 0.570679   58    9   42   61   18   68   79   15   86   96   20    3    8   45   14   69   23   35   25   22   74    0   47   37   54   13   57   27   82   92   32   31   36   12    2   55   62   65    6   39   41   17   52   63   73   80   28   98   50   -1   -1   -1   -1   -1   -1   -1   -1   -1   -1   -1   -1   -1   -1   -1   -1   -1   -1   -1   -1   -1   -1   -1   -1   -1   -1   -1   -1   -1   -1   -1   -1   -1   -1   -1   -1   -1   -1   -1   -1   -1   -1   -1   -1   -1   -1   -1   -1   -1   -1
  47 0.203909 0.673132   45   52   23   58   82   35   91   96   25   42   18   55   79   20   37   14   13   27   65   54   63   31   92   98   46   22   73   62   86   39    0   41   17   67   32   36   12    2   69    6   75   80    9   68   15   50   59   28   -1   -1   -1   -1   -1   -1   -1   -1   -1   -1   -1   -1   -1   -1   -1   -1   -1   -1   -1   -1   -1   -1   -1   -1   -1   -1   -1   -1   -1   -1   -1   -1   -1   -1   -1   -1   -1   -1   -1   -1   -1   -1   -1   -1   -1   -1   -1   -1   -1   -1   -1
  48 0.72405 0.499579   77   21   29   34   19   58   89   87   25   78   97   11   59    4   90   81   72   79   70   17   38   31   60   44   91   82   73   64   71    1   99   40   15   52   92   83   33   26   24    7   62   53   93   84   75   66    5   10   56   16   54   94   85   76   37   30    2   88   55   95   41    0   -1   -1   -1   -1   -1   -1   -1   -1   -1   -1   -1   -1   -1   -1   -1   -1   -1   -1   -1   -1   -1   -1   -1   -1   -1   -1   -1   -1   -1   -1   -1   -1   -1   -1   -1   -1   -1
  49 0.214106 0.0556954   30   13    2    0   57   14   65   86    6   91   92   78    7   84    3   70   39   98   20   61   37   43   23   53   88   74   27   96    8   -1   -1   -1   -1   -1   -1   -1   -1   -1   -1   -1   -1   -1   -1   -1   -1   -1   -1   -1   -1   -1   -1   -1   -1   -1   -1   -1   -1   -1   -1   -1   -1   -1   -1   -1   -1   -1   -1   -1   -1   -1   -1   -1   -1   -1   -1   -1   -1   -1   -1   -1   -1   -1   -1   -1   -1   -1   -1   -1   -1   -1   -1   -1   -1   -1   -1   -1   -1   -1   -1
  50 0.118741 0.999402   12    9   17   63   80   42   55   86   22   35   67    0   73   32   58   18   45   31   36   82   68   15   28   25   62   46   47   69   -1   -1   -1   -1   -1   -1   -1   -1   -1   -1   -1   -1   -1   -1   -1   -1   -1   -1   -1   -1   -1   -1   -1   -1   -1   -1   -1   -1   -1   -1   -1   -1   -1   -1   -1   -1   -1   -1   -1   -1   -1   -1   -1   -1   -1   -1   -1   -1   -1   -1   -1   -1   -1   -1   -1   -1   -1   -1   -1   -1   -1   -1   -1   -1   -1   -1   -1   -1   -1   -1   -1
  51 0.948533 0.980148    1   85   90   33   11   67   72   26   60   21   75   94   10   99   82   40   -1   -1   -1   -1   -1   -1   -1   -1   -1   -1   -1   -1   -1   -1   -1   -1   -1   -1   -1   -1   -1   -1   -1   -1   -1   -1   -1   -1   -1   -1   -1   -1   -1   -1   -1   -1   -1   -1   -1   -1   -1   -1   -1   -1   -1   -1   -1   -1   -1   -1   -1   -1   -1   -1   -1   -1   -1   -1   -1   -1   -1   -1   -1   -1   -1   -1   -1   -1   -1   -1   -1   -1   -1   -1   -1   -1   -1   -1   -1   -1   -1   -1   -1
  52 0.484639 0.527084   98   70    1   26   84   90   22   47   55    7   62   12   99    5   33   71   78   18   92   91   39   24   63   37   45   79   86   93    2   23   16   21   29   30   65   72   94   35   43   57   48   41    0   13   73   14   80   95   19   27   58    4   32   96   25   67   46   81   88    6   31   53   60   44   59   97    9   17   42   69   76   75   82   89   15   54   61   20   28   -1   -1   -1   -1   -1   -1   -1   -1   -1   -1   -1   -1   -1   -1   -1   -1   -1   -1   -1   -1
